"","year","sex","education","vocabulary","year_group"
"19761710",1976,"Female",10,7,"[1974,1995]"
"20140268",2014,"Male",18,6,"(1995,2016]"
"19961050",1996,"Male",16,8,"(1995,2016]"
"19820429",1982,"Female",18,8,"[1974,1995]"
"19941233",1994,"Female",12,9,"[1974,1995]"
"19760089",1976,"Female",12,6,"[1974,1995]"
"19820810",1982,"Male",12,7,"[1974,1995]"
"19740940",1974,"Male",12,6,"[1974,1995]"
"19900996",1990,"Female",8,5,"[1974,1995]"
"20002490",2000,"Female",11,5,"(1995,2016]"
"19910758",1991,"Male",14,8,"[1974,1995]"
"19930911",1993,"Male",14,9,"[1974,1995]"
"19891025",1989,"Male",14,9,"[1974,1995]"
"20061200",2006,"Female",12,6,"(1995,2016]"
"20140443",2014,"Male",12,8,"(1995,2016]"
"19911009",1991,"Female",13,8,"[1974,1995]"
"19870339",1987,"Male",20,9,"[1974,1995]"
"19981826",1998,"Male",14,6,"(1995,2016]"
"20042154",2004,"Female",12,5,"(1995,2016]"
"19961370",1996,"Female",15,7,"(1995,2016]"
"19890456",1989,"Female",12,9,"[1974,1995]"
"19940809",1994,"Female",12,4,"[1974,1995]"
"19781227",1978,"Female",18,10,"[1974,1995]"
"20160642",2016,"Female",16,8,"(1995,2016]"
"19820568",1982,"Male",12,8,"[1974,1995]"
"20101617",2010,"Female",12,7,"(1995,2016]"
"19960215",1996,"Female",13,7,"(1995,2016]"
"19880840",1988,"Male",12,4,"[1974,1995]"
"19870542",1987,"Male",11,2,"[1974,1995]"
"20041706",2004,"Female",12,6,"(1995,2016]"
"19960230",1996,"Male",17,7,"(1995,2016]"
"19960348",1996,"Female",13,3,"(1995,2016]"
"20160311",2016,"Male",20,9,"(1995,2016]"
"20140456",2014,"Female",12,6,"(1995,2016]"
"20060149",2006,"Female",16,6,"(1995,2016]"
"20042509",2004,"Male",19,9,"(1995,2016]"
"19781469",1978,"Female",12,7,"[1974,1995]"
"19890486",1989,"Female",12,10,"[1974,1995]"
"20120286",2012,"Male",14,7,"(1995,2016]"
"19940186",1994,"Male",12,8,"[1974,1995]"
"19740798",1974,"Female",10,5,"[1974,1995]"
"19911265",1991,"Female",10,5,"[1974,1995]"
"19740782",1974,"Female",14,1,"[1974,1995]"
"19740524",1974,"Female",12,6,"[1974,1995]"
"20100572",2010,"Female",14,2,"(1995,2016]"
"20140111",2014,"Male",16,4,"(1995,2016]"
"20101428",2010,"Female",14,7,"(1995,2016]"
"20081919",2008,"Female",12,8,"(1995,2016]"
"19780621",1978,"Female",8,8,"[1974,1995]"
"19840170",1984,"Male",12,7,"[1974,1995]"
"20001177",2000,"Female",14,8,"(1995,2016]"
"19981523",1998,"Female",12,1,"(1995,2016]"
"19761443",1976,"Female",12,7,"[1974,1995]"
"19961640",1996,"Male",16,5,"(1995,2016]"
"20121589",2012,"Female",15,8,"(1995,2016]"
"19780767",1978,"Male",18,9,"[1974,1995]"
"19941451",1994,"Female",15,6,"[1974,1995]"
"20121054",2012,"Male",15,6,"(1995,2016]"
"19910892",1991,"Male",12,6,"[1974,1995]"
"19900448",1990,"Male",14,6,"[1974,1995]"
"19890376",1989,"Female",12,5,"[1974,1995]"
"19960645",1996,"Male",16,9,"(1995,2016]"
"19780110",1978,"Female",6,2,"[1974,1995]"
"19982016",1998,"Female",16,6,"(1995,2016]"
"20062913",2006,"Female",13,8,"(1995,2016]"
"19820154",1982,"Male",12,6,"[1974,1995]"
"19940289",1994,"Male",12,5,"[1974,1995]"
"19781063",1978,"Male",16,2,"[1974,1995]"
"20001057",2000,"Male",14,6,"(1995,2016]"
"19931069",1993,"Female",16,10,"[1974,1995]"
"19822075",1982,"Female",18,6,"[1974,1995]"
"20002816",2000,"Male",12,5,"(1995,2016]"
"19880388",1988,"Female",12,4,"[1974,1995]"
"19941644",1994,"Male",16,5,"[1974,1995]"
"19961534",1996,"Male",12,3,"(1995,2016]"
"20042349",2004,"Male",12,6,"(1995,2016]"
"19741145",1974,"Male",11,3,"[1974,1995]"
"19980393",1998,"Male",17,3,"(1995,2016]"
"19820458",1982,"Female",9,7,"[1974,1995]"
"20002159",2000,"Female",13,4,"(1995,2016]"
"19841439",1984,"Female",4,0,"[1974,1995]"
"19761110",1976,"Female",12,5,"[1974,1995]"
"20002527",2000,"Male",16,8,"(1995,2016]"
"20041817",2004,"Female",12,7,"(1995,2016]"
"19820453",1982,"Female",14,4,"[1974,1995]"
"19823202",1982,"Female",16,7,"[1974,1995]"
"19781000",1978,"Female",12,7,"[1974,1995]"
"19872195",1987,"Male",0,0,"[1974,1995]"
"19982133",1998,"Female",12,3,"(1995,2016]"
"19930067",1993,"Male",20,8,"[1974,1995]"
"19840165",1984,"Female",14,8,"[1974,1995]"
"19741435",1974,"Male",12,6,"[1974,1995]"
"20081197",2008,"Female",5,4,"(1995,2016]"
"19930151",1993,"Female",16,6,"[1974,1995]"
"19741286",1974,"Male",14,8,"[1974,1995]"
"19880212",1988,"Male",15,5,"[1974,1995]"
"19881158",1988,"Female",12,9,"[1974,1995]"
"19840592",1984,"Female",10,8,"[1974,1995]"
"19823012",1982,"Female",9,3,"[1974,1995]"
"19870693",1987,"Male",12,4,"[1974,1995]"
"19871007",1987,"Female",18,3,"[1974,1995]"
"20101383",2010,"Male",20,9,"(1995,2016]"
"20042467",2004,"Male",14,7,"(1995,2016]"
"19780046",1978,"Male",14,7,"[1974,1995]"
"20042241",2004,"Male",8,5,"(1995,2016]"
"19900990",1990,"Female",16,6,"[1974,1995]"
"19840138",1984,"Male",12,4,"[1974,1995]"
"19740192",1974,"Male",8,6,"[1974,1995]"
"19740868",1974,"Female",12,7,"[1974,1995]"
"19841008",1984,"Male",16,8,"[1974,1995]"
"19840121",1984,"Female",16,5,"[1974,1995]"
"19871251",1987,"Female",2,1,"[1974,1995]"
"20102009",2010,"Female",15,8,"(1995,2016]"
"20121258",2012,"Female",19,8,"(1995,2016]"
"19931524",1993,"Female",7,4,"[1974,1995]"
"19820386",1982,"Male",10,7,"[1974,1995]"
"19820997",1982,"Female",10,5,"[1974,1995]"
"19821075",1982,"Female",12,4,"[1974,1995]"
"19940466",1994,"Female",16,7,"[1974,1995]"
"19761131",1976,"Male",13,8,"[1974,1995]"
"20062255",2006,"Male",16,8,"(1995,2016]"
"19960526",1996,"Male",20,8,"(1995,2016]"
"20140611",2014,"Male",16,9,"(1995,2016]"
"20142165",2014,"Female",15,6,"(1995,2016]"
"20001981",2000,"Female",12,8,"(1995,2016]"
"19780367",1978,"Female",4,3,"[1974,1995]"
"19820172",1982,"Male",14,9,"[1974,1995]"
"19880436",1988,"Male",12,7,"[1974,1995]"
"20141446",2014,"Male",11,4,"(1995,2016]"
"20120167",2012,"Female",14,5,"(1995,2016]"
"19941858",1994,"Male",17,9,"[1974,1995]"
"19840910",1984,"Male",18,10,"[1974,1995]"
"20120540",2012,"Female",18,6,"(1995,2016]"
"20041884",2004,"Male",12,8,"(1995,2016]"
"20101751",2010,"Female",12,6,"(1995,2016]"
"19981578",1998,"Female",16,5,"(1995,2016]"
"19740595",1974,"Female",14,10,"[1974,1995]"
"19761564",1976,"Female",12,6,"[1974,1995]"
"20121682",2012,"Male",12,6,"(1995,2016]"
"20101110",2010,"Male",12,6,"(1995,2016]"
"19911467",1991,"Female",11,6,"[1974,1995]"
"20061499",2006,"Female",16,6,"(1995,2016]"
"19821349",1982,"Female",12,9,"[1974,1995]"
"19871381",1987,"Female",12,7,"[1974,1995]"
"19941598",1994,"Male",12,3,"[1974,1995]"
"19820816",1982,"Female",16,8,"[1974,1995]"
"19941718",1994,"Female",12,9,"[1974,1995]"
"19881024",1988,"Male",15,5,"[1974,1995]"
"19940748",1994,"Female",17,8,"[1974,1995]"
"20061981",2006,"Male",11,7,"(1995,2016]"
"19910800",1991,"Female",14,8,"[1974,1995]"
"19870580",1987,"Female",12,7,"[1974,1995]"
"20120990",2012,"Female",15,7,"(1995,2016]"
"19740873",1974,"Female",15,4,"[1974,1995]"
"20081416",2008,"Male",8,5,"(1995,2016]"
"19910878",1991,"Female",12,6,"[1974,1995]"
"19980335",1998,"Female",13,6,"(1995,2016]"
"20060824",2006,"Male",11,3,"(1995,2016]"
"19870410",1987,"Male",13,8,"[1974,1995]"
"19780594",1978,"Female",17,6,"[1974,1995]"
"20101308",2010,"Female",12,2,"(1995,2016]"
"19900570",1990,"Male",12,4,"[1974,1995]"
"20041937",2004,"Male",18,5,"(1995,2016]"
"19780232",1978,"Female",14,5,"[1974,1995]"
"19880560",1988,"Female",12,9,"[1974,1995]"
"19942336",1994,"Male",5,1,"[1974,1995]"
"19871357",1987,"Female",14,5,"[1974,1995]"
"19911045",1991,"Male",14,7,"[1974,1995]"
"20161630",2016,"Male",12,6,"(1995,2016]"
"19931251",1993,"Male",11,6,"[1974,1995]"
"19910678",1991,"Male",10,6,"[1974,1995]"
"19870001",1987,"Male",16,10,"[1974,1995]"
"19981549",1998,"Male",16,4,"(1995,2016]"
"19840654",1984,"Male",10,8,"[1974,1995]"
"20063780",2006,"Female",13,8,"(1995,2016]"
"20160347",2016,"Male",20,4,"(1995,2016]"
"19961241",1996,"Female",12,7,"(1995,2016]"
"19942122",1994,"Male",12,3,"[1974,1995]"
"19741339",1974,"Female",12,5,"[1974,1995]"
"19910091",1991,"Female",10,7,"[1974,1995]"
"19980832",1998,"Male",20,9,"(1995,2016]"
"19740019",1974,"Female",8,1,"[1974,1995]"
"20100170",2010,"Male",12,5,"(1995,2016]"
"19761705",1976,"Female",5,4,"[1974,1995]"
"19761555",1976,"Female",11,6,"[1974,1995]"
"20060559",2006,"Male",14,8,"(1995,2016]"
"19740844",1974,"Female",10,6,"[1974,1995]"
"19880715",1988,"Female",12,7,"[1974,1995]"
"20061331",2006,"Female",12,6,"(1995,2016]"
"19780304",1978,"Female",12,7,"[1974,1995]"
"19881092",1988,"Female",14,2,"[1974,1995]"
"19880164",1988,"Female",13,7,"[1974,1995]"
"20001348",2000,"Female",16,7,"(1995,2016]"
"19881243",1988,"Male",13,6,"[1974,1995]"
"20160270",2016,"Female",18,8,"(1995,2016]"
"19871223",1987,"Male",8,6,"[1974,1995]"
"20140051",2014,"Female",18,9,"(1995,2016]"
"20000960",2000,"Female",16,8,"(1995,2016]"
"20100942",2010,"Male",12,2,"(1995,2016]"
"20121021",2012,"Female",16,8,"(1995,2016]"
"20041268",2004,"Female",12,7,"(1995,2016]"
"20080809",2008,"Female",16,6,"(1995,2016]"
"20162241",2016,"Male",12,6,"(1995,2016]"
"20160442",2016,"Male",16,9,"(1995,2016]"
"20080463",2008,"Female",12,9,"(1995,2016]"
"19890518",1989,"Male",16,10,"[1974,1995]"
"20100366",2010,"Male",13,10,"(1995,2016]"
"20062569",2006,"Female",17,7,"(1995,2016]"
"19820634",1982,"Female",12,7,"[1974,1995]"
"19820228",1982,"Female",12,5,"[1974,1995]"
"20121378",2012,"Male",12,6,"(1995,2016]"
"19910900",1991,"Male",16,10,"[1974,1995]"
"19761045",1976,"Female",10,8,"[1974,1995]"
"20141191",2014,"Female",12,7,"(1995,2016]"
"19740452",1974,"Female",12,6,"[1974,1995]"
"19931586",1993,"Female",14,7,"[1974,1995]"
"19910100",1991,"Female",14,7,"[1974,1995]"
"19890918",1989,"Female",12,6,"[1974,1995]"
"20040847",2004,"Female",14,9,"(1995,2016]"
"19870365",1987,"Female",16,10,"[1974,1995]"
"19981754",1998,"Male",8,5,"(1995,2016]"
"20060674",2006,"Female",13,6,"(1995,2016]"
"20040022",2004,"Female",14,9,"(1995,2016]"
"20142446",2014,"Female",12,1,"(1995,2016]"
"19942144",1994,"Female",13,4,"[1974,1995]"
"19981958",1998,"Male",12,9,"(1995,2016]"
"19870230",1987,"Female",11,10,"[1974,1995]"
"19900132",1990,"Female",12,8,"[1974,1995]"
"20161852",2016,"Female",14,3,"(1995,2016]"
"20140971",2014,"Female",16,7,"(1995,2016]"
"20140266",2014,"Female",12,5,"(1995,2016]"
"20161708",2016,"Male",9,5,"(1995,2016]"
"19891488",1989,"Male",12,5,"[1974,1995]"
"20100301",2010,"Male",12,4,"(1995,2016]"
"20000987",2000,"Male",12,5,"(1995,2016]"
"19880446",1988,"Female",12,6,"[1974,1995]"
"20000918",2000,"Female",13,4,"(1995,2016]"
"19781459",1978,"Female",16,7,"[1974,1995]"
"20101075",2010,"Female",15,8,"(1995,2016]"
"20100996",2010,"Female",7,4,"(1995,2016]"
"20161152",2016,"Female",16,7,"(1995,2016]"
"19741033",1974,"Female",7,4,"[1974,1995]"
"19881276",1988,"Male",9,6,"[1974,1995]"
"19890849",1989,"Female",12,6,"[1974,1995]"
"19962306",1996,"Female",12,7,"(1995,2016]"
"20160307",2016,"Female",12,5,"(1995,2016]"
"19880496",1988,"Female",12,8,"[1974,1995]"
"19880084",1988,"Female",14,6,"[1974,1995]"
"19960501",1996,"Female",17,1,"(1995,2016]"
"19741456",1974,"Male",9,3,"[1974,1995]"
"19900293",1990,"Female",10,4,"[1974,1995]"
"19841272",1984,"Female",16,8,"[1974,1995]"
"19820382",1982,"Female",12,5,"[1974,1995]"
"19760235",1976,"Male",16,8,"[1974,1995]"
"19760025",1976,"Female",12,2,"[1974,1995]"
"20140579",2014,"Female",16,6,"(1995,2016]"
"20061934",2006,"Male",6,8,"(1995,2016]"
"19740909",1974,"Female",12,7,"[1974,1995]"
"19942116",1994,"Female",16,8,"[1974,1995]"
"20161694",2016,"Female",13,9,"(1995,2016]"
"20060291",2006,"Male",15,5,"(1995,2016]"
"20041908",2004,"Male",16,10,"(1995,2016]"
"19740301",1974,"Male",19,9,"[1974,1995]"
"20161840",2016,"Female",12,7,"(1995,2016]"
"20081597",2008,"Male",14,5,"(1995,2016]"
"19901229",1990,"Male",17,10,"[1974,1995]"
"19980320",1998,"Female",16,5,"(1995,2016]"
"19901041",1990,"Female",12,5,"[1974,1995]"
"19872268",1987,"Male",12,5,"[1974,1995]"
"20162155",2016,"Female",12,5,"(1995,2016]"
"20001708",2000,"Male",10,3,"(1995,2016]"
"20120185",2012,"Female",16,7,"(1995,2016]"
"19962073",1996,"Female",14,6,"(1995,2016]"
"19760119",1976,"Male",6,5,"[1974,1995]"
"20040708",2004,"Male",12,5,"(1995,2016]"
"20101593",2010,"Female",17,8,"(1995,2016]"
"20001526",2000,"Male",17,6,"(1995,2016]"
"19960668",1996,"Female",15,8,"(1995,2016]"
"19960144",1996,"Female",10,5,"(1995,2016]"
"19890324",1989,"Female",16,9,"[1974,1995]"
"19942717",1994,"Female",11,5,"[1974,1995]"
"20101299",2010,"Male",16,7,"(1995,2016]"
"19870126",1987,"Male",3,4,"[1974,1995]"
"20080102",2008,"Female",12,8,"(1995,2016]"
"19982815",1998,"Female",13,7,"(1995,2016]"
"20101381",2010,"Male",12,8,"(1995,2016]"
"19870860",1987,"Female",18,10,"[1974,1995]"
"19891114",1989,"Male",8,5,"[1974,1995]"
"20162397",2016,"Male",12,6,"(1995,2016]"
"20060640",2006,"Female",15,7,"(1995,2016]"
"19942060",1994,"Female",9,4,"[1974,1995]"
"19962326",1996,"Female",12,9,"(1995,2016]"
"20120456",2012,"Female",12,7,"(1995,2016]"
"19871024",1987,"Male",14,8,"[1974,1995]"
"19890134",1989,"Male",12,9,"[1974,1995]"
"20121928",2012,"Male",12,8,"(1995,2016]"
"20162830",2016,"Male",16,7,"(1995,2016]"
"19960049",1996,"Male",12,5,"(1995,2016]"
"20062308",2006,"Female",13,5,"(1995,2016]"
"19930794",1993,"Female",17,3,"[1974,1995]"
"20100234",2010,"Female",17,5,"(1995,2016]"
"20001472",2000,"Female",14,5,"(1995,2016]"
"19780727",1978,"Female",11,8,"[1974,1995]"
"19981329",1998,"Male",14,6,"(1995,2016]"
"20062230",2006,"Male",13,5,"(1995,2016]"
"20141857",2014,"Male",12,4,"(1995,2016]"
"20081902",2008,"Female",18,7,"(1995,2016]"
"19930815",1993,"Male",14,4,"[1974,1995]"
"19880080",1988,"Male",12,10,"[1974,1995]"
"20141464",2014,"Male",9,3,"(1995,2016]"
"20041969",2004,"Male",16,7,"(1995,2016]"
"19930464",1993,"Female",16,8,"[1974,1995]"
"19841170",1984,"Female",13,8,"[1974,1995]"
"19891012",1989,"Male",16,7,"[1974,1995]"
"19870887",1987,"Female",8,4,"[1974,1995]"
"20042478",2004,"Male",12,4,"(1995,2016]"
"19910166",1991,"Female",17,9,"[1974,1995]"
"19981585",1998,"Female",16,6,"(1995,2016]"
"19840730",1984,"Male",16,9,"[1974,1995]"
"19870801",1987,"Female",13,7,"[1974,1995]"
"20120597",2012,"Male",16,8,"(1995,2016]"
"19781043",1978,"Female",12,5,"[1974,1995]"
"19930956",1993,"Female",5,1,"[1974,1995]"
"20062350",2006,"Male",15,8,"(1995,2016]"
"19880330",1988,"Male",9,2,"[1974,1995]"
"19942231",1994,"Female",13,8,"[1974,1995]"
"19741450",1974,"Male",8,3,"[1974,1995]"
"20000484",2000,"Female",12,7,"(1995,2016]"
"19941294",1994,"Female",12,4,"[1974,1995]"
"19891087",1989,"Male",12,6,"[1974,1995]"
"20142249",2014,"Female",18,8,"(1995,2016]"
"19741410",1974,"Male",12,5,"[1974,1995]"
"19880482",1988,"Male",18,10,"[1974,1995]"
"19941351",1994,"Male",15,5,"[1974,1995]"
"19881448",1988,"Female",13,6,"[1974,1995]"
"20141257",2014,"Male",12,7,"(1995,2016]"
"19741325",1974,"Male",11,4,"[1974,1995]"
"19760588",1976,"Female",12,6,"[1974,1995]"
"19982759",1998,"Male",12,5,"(1995,2016]"
"19820181",1982,"Male",16,9,"[1974,1995]"
"19960722",1996,"Male",13,6,"(1995,2016]"
"19761395",1976,"Female",12,5,"[1974,1995]"
"19981565",1998,"Female",16,5,"(1995,2016]"
"19881332",1988,"Male",16,7,"[1974,1995]"
"19840465",1984,"Female",12,6,"[1974,1995]"
"20102006",2010,"Male",20,9,"(1995,2016]"
"19740870",1974,"Male",12,7,"[1974,1995]"
"19910554",1991,"Female",16,10,"[1974,1995]"
"20140471",2014,"Male",16,6,"(1995,2016]"
"19900156",1990,"Female",14,6,"[1974,1995]"
"20120098",2012,"Female",13,6,"(1995,2016]"
"19761623",1976,"Female",9,6,"[1974,1995]"
"19872091",1987,"Male",11,6,"[1974,1995]"
"19941275",1994,"Male",12,8,"[1974,1995]"
"19760631",1976,"Female",16,9,"[1974,1995]"
"20081141",2008,"Female",16,7,"(1995,2016]"
"19901206",1990,"Female",12,6,"[1974,1995]"
"20160650",2016,"Female",16,8,"(1995,2016]"
"19930776",1993,"Female",16,9,"[1974,1995]"
"20101554",2010,"Female",14,7,"(1995,2016]"
"19740525",1974,"Male",12,5,"[1974,1995]"
"19821043",1982,"Female",16,10,"[1974,1995]"
"19891016",1989,"Male",12,3,"[1974,1995]"
"19871151",1987,"Male",17,7,"[1974,1995]"
"19941359",1994,"Female",10,5,"[1974,1995]"
"20040160",2004,"Male",12,4,"(1995,2016]"
"20121534",2012,"Female",14,7,"(1995,2016]"
"19931509",1993,"Male",8,3,"[1974,1995]"
"19780821",1978,"Female",12,6,"[1974,1995]"
"19961907",1996,"Female",0,0,"(1995,2016]"
"20141218",2014,"Female",16,4,"(1995,2016]"
"19761507",1976,"Male",14,5,"[1974,1995]"
"20101099",2010,"Male",12,6,"(1995,2016]"
"19880277",1988,"Female",12,8,"[1974,1995]"
"19930465",1993,"Female",8,5,"[1974,1995]"
"19820600",1982,"Male",12,3,"[1974,1995]"
"19881049",1988,"Male",14,4,"[1974,1995]"
"19820584",1982,"Male",11,2,"[1974,1995]"
"19981308",1998,"Female",14,9,"(1995,2016]"
"19840517",1984,"Male",11,6,"[1974,1995]"
"20101166",2010,"Female",14,7,"(1995,2016]"
"19880481",1988,"Female",12,5,"[1974,1995]"
"20120236",2012,"Female",6,6,"(1995,2016]"
"19931578",1993,"Female",16,6,"[1974,1995]"
"20161939",2016,"Female",13,7,"(1995,2016]"
"20040564",2004,"Male",12,6,"(1995,2016]"
"19823121",1982,"Female",7,3,"[1974,1995]"
"19871075",1987,"Female",12,4,"[1974,1995]"
"20081764",2008,"Male",12,5,"(1995,2016]"
"19821142",1982,"Male",4,3,"[1974,1995]"
"20081151",2008,"Male",15,1,"(1995,2016]"
"20121217",2012,"Female",14,7,"(1995,2016]"
"19870167",1987,"Male",12,4,"[1974,1995]"
"20080604",2008,"Male",16,7,"(1995,2016]"
"19781160",1978,"Male",1,2,"[1974,1995]"
"20041687",2004,"Male",13,6,"(1995,2016]"
"19910844",1991,"Female",9,8,"[1974,1995]"
"20121563",2012,"Male",19,6,"(1995,2016]"
"20160064",2016,"Female",13,7,"(1995,2016]"
"19820220",1982,"Male",12,6,"[1974,1995]"
"19900450",1990,"Male",9,5,"[1974,1995]"
"20160737",2016,"Female",16,6,"(1995,2016]"
"19781248",1978,"Female",13,7,"[1974,1995]"
"20100847",2010,"Female",16,4,"(1995,2016]"
"19821167",1982,"Male",13,5,"[1974,1995]"
"19962395",1996,"Female",12,5,"(1995,2016]"
"20061343",2006,"Female",17,9,"(1995,2016]"
"20040385",2004,"Female",16,1,"(1995,2016]"
"20041377",2004,"Male",12,8,"(1995,2016]"
"19941165",1994,"Male",12,6,"[1974,1995]"
"19962790",1996,"Female",16,6,"(1995,2016]"
"19911255",1991,"Female",12,6,"[1974,1995]"
"19841044",1984,"Female",17,10,"[1974,1995]"
"19760157",1976,"Female",12,8,"[1974,1995]"
"19910348",1991,"Male",17,6,"[1974,1995]"
"20042462",2004,"Male",17,6,"(1995,2016]"
"19780734",1978,"Male",9,1,"[1974,1995]"
"20140817",2014,"Male",13,2,"(1995,2016]"
"20063166",2006,"Male",5,7,"(1995,2016]"
"20140716",2014,"Male",19,7,"(1995,2016]"
"19741037",1974,"Female",12,4,"[1974,1995]"
"19960078",1996,"Male",15,6,"(1995,2016]"
"19900237",1990,"Female",12,7,"[1974,1995]"
"19911297",1991,"Female",16,6,"[1974,1995]"
"19900288",1990,"Female",10,4,"[1974,1995]"
"19960293",1996,"Female",13,7,"(1995,2016]"
"19841216",1984,"Male",19,10,"[1974,1995]"
"20100174",2010,"Male",16,9,"(1995,2016]"
"20141187",2014,"Male",12,6,"(1995,2016]"
"20120451",2012,"Male",20,9,"(1995,2016]"
"20140907",2014,"Female",13,7,"(1995,2016]"
"19981571",1998,"Male",12,2,"(1995,2016]"
"20142257",2014,"Male",9,6,"(1995,2016]"
"20160741",2016,"Male",12,6,"(1995,2016]"
"19982319",1998,"Male",15,6,"(1995,2016]"
"19931171",1993,"Female",12,6,"[1974,1995]"
"19962712",1996,"Female",12,7,"(1995,2016]"
"20000658",2000,"Male",19,4,"(1995,2016]"
"19982383",1998,"Female",13,6,"(1995,2016]"
"20100481",2010,"Male",12,6,"(1995,2016]"
"20000473",2000,"Male",12,3,"(1995,2016]"
"20141454",2014,"Male",16,6,"(1995,2016]"
"19840934",1984,"Female",19,9,"[1974,1995]"
"19930691",1993,"Male",8,5,"[1974,1995]"
"19740428",1974,"Female",17,7,"[1974,1995]"
"19840977",1984,"Male",16,10,"[1974,1995]"
"19872266",1987,"Female",11,6,"[1974,1995]"
"19982348",1998,"Male",7,4,"(1995,2016]"
"20041142",2004,"Female",13,9,"(1995,2016]"
"19880588",1988,"Female",12,6,"[1974,1995]"
"20161772",2016,"Female",14,6,"(1995,2016]"
"20040502",2004,"Female",11,5,"(1995,2016]"
"19962634",1996,"Female",11,6,"(1995,2016]"
"19980006",1998,"Male",16,5,"(1995,2016]"
"19823144",1982,"Female",17,4,"[1974,1995]"
"20101429",2010,"Female",12,7,"(1995,2016]"
"19960871",1996,"Female",13,6,"(1995,2016]"
"19820342",1982,"Male",11,4,"[1974,1995]"
"20000157",2000,"Female",12,4,"(1995,2016]"
"19780288",1978,"Female",12,2,"[1974,1995]"
"19941270",1994,"Female",12,5,"[1974,1995]"
"20120889",2012,"Male",16,8,"(1995,2016]"
"19781295",1978,"Male",15,10,"[1974,1995]"
"19960988",1996,"Female",17,9,"(1995,2016]"
"20100299",2010,"Male",15,6,"(1995,2016]"
"19820612",1982,"Male",12,6,"[1974,1995]"
"19930333",1993,"Female",16,6,"[1974,1995]"
"19781080",1978,"Male",14,8,"[1974,1995]"
"19761629",1976,"Female",12,6,"[1974,1995]"
"19870601",1987,"Female",8,3,"[1974,1995]"
"19840776",1984,"Female",12,6,"[1974,1995]"
"20002487",2000,"Female",13,6,"(1995,2016]"
"19941607",1994,"Male",12,5,"[1974,1995]"
"19870869",1987,"Female",15,4,"[1974,1995]"
"19821238",1982,"Male",11,10,"[1974,1995]"
"20101582",2010,"Female",15,7,"(1995,2016]"
"19740939",1974,"Female",4,4,"[1974,1995]"
"19961280",1996,"Male",20,10,"(1995,2016]"
"19781350",1978,"Male",17,7,"[1974,1995]"
"19960482",1996,"Male",10,5,"(1995,2016]"
"19911140",1991,"Male",14,8,"[1974,1995]"
"19931328",1993,"Male",9,5,"[1974,1995]"
"19941178",1994,"Female",13,3,"[1974,1995]"
"19890886",1989,"Male",12,7,"[1974,1995]"
"20120316",2012,"Male",20,9,"(1995,2016]"
"19910220",1991,"Female",10,6,"[1974,1995]"
"19840750",1984,"Male",13,4,"[1974,1995]"
"20100184",2010,"Female",11,6,"(1995,2016]"
"19820737",1982,"Male",14,3,"[1974,1995]"
"19761369",1976,"Female",12,7,"[1974,1995]"
"19840581",1984,"Male",12,3,"[1974,1995]"
"20081510",2008,"Female",19,9,"(1995,2016]"
"20080097",2008,"Female",18,10,"(1995,2016]"
"19881480",1988,"Female",13,3,"[1974,1995]"
"19820892",1982,"Male",13,7,"[1974,1995]"
"20042211",2004,"Female",16,7,"(1995,2016]"
"19910524",1991,"Female",12,3,"[1974,1995]"
"19930572",1993,"Female",13,4,"[1974,1995]"
"20140558",2014,"Female",12,8,"(1995,2016]"
"19761334",1976,"Female",10,6,"[1974,1995]"
"19761570",1976,"Female",13,9,"[1974,1995]"
"19980068",1998,"Female",14,3,"(1995,2016]"
"19821199",1982,"Male",6,5,"[1974,1995]"
"19841233",1984,"Female",8,6,"[1974,1995]"
"19871440",1987,"Male",10,1,"[1974,1995]"
"20081875",2008,"Female",12,6,"(1995,2016]"
"19741481",1974,"Male",9,3,"[1974,1995]"
"19821356",1982,"Female",7,2,"[1974,1995]"
"19960219",1996,"Female",15,7,"(1995,2016]"
"20161543",2016,"Female",12,5,"(1995,2016]"
"19740511",1974,"Male",12,5,"[1974,1995]"
"20141531",2014,"Male",20,9,"(1995,2016]"
"19880487",1988,"Male",10,5,"[1974,1995]"
"19870398",1987,"Male",12,5,"[1974,1995]"
"19820842",1982,"Male",16,10,"[1974,1995]"
"19821374",1982,"Male",6,3,"[1974,1995]"
"19840360",1984,"Female",12,7,"[1974,1995]"
"19900353",1990,"Female",13,7,"[1974,1995]"
"20081742",2008,"Male",18,9,"(1995,2016]"
"19870166",1987,"Male",12,5,"[1974,1995]"
"20041259",2004,"Female",14,7,"(1995,2016]"
"19880470",1988,"Female",12,7,"[1974,1995]"
"20121579",2012,"Male",17,7,"(1995,2016]"
"19962633",1996,"Female",12,3,"(1995,2016]"
"20080667",2008,"Male",17,5,"(1995,2016]"
"19780519",1978,"Female",12,7,"[1974,1995]"
"19942423",1994,"Male",13,6,"[1974,1995]"
"20042579",2004,"Male",8,5,"(1995,2016]"
"19841164",1984,"Male",16,8,"[1974,1995]"
"19931513",1993,"Male",8,1,"[1974,1995]"
"19960725",1996,"Male",12,3,"(1995,2016]"
"19930904",1993,"Female",16,6,"[1974,1995]"
"19961753",1996,"Male",12,4,"(1995,2016]"
"19740588",1974,"Male",12,4,"[1974,1995]"
"19890846",1989,"Male",13,7,"[1974,1995]"
"19890802",1989,"Male",3,1,"[1974,1995]"
"19760442",1976,"Female",14,7,"[1974,1995]"
